episode_index,source_prefix,source_episode_index,length,dataset_from_index,dataset_to_index,archive_key,archive_url
8156,target/atomic/TurnOnMicrowave/20250813,79,134,2048635,2048769,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8157,target/atomic/TurnOnMicrowave/20250813,80,160,2048769,2048929,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8158,target/atomic/TurnOnMicrowave/20250813,81,182,2048929,2049111,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8159,target/atomic/TurnOnMicrowave/20250813,82,169,2049111,2049280,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8160,target/atomic/TurnOnMicrowave/20250813,83,121,2049280,2049401,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8161,target/atomic/TurnOnMicrowave/20250813,84,141,2049401,2049542,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8162,target/atomic/TurnOnMicrowave/20250813,85,218,2049542,2049760,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8163,target/atomic/TurnOnMicrowave/20250813,86,129,2049760,2049889,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8164,target/atomic/TurnOnMicrowave/20250813,87,148,2049889,2050037,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8165,target/atomic/TurnOnMicrowave/20250813,88,219,2050037,2050256,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8166,target/atomic/TurnOnMicrowave/20250813,89,114,2050256,2050370,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8167,target/atomic/TurnOnMicrowave/20250813,90,143,2050370,2050513,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8168,target/atomic/TurnOnMicrowave/20250813,91,107,2050513,2050620,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8169,target/atomic/TurnOnMicrowave/20250813,92,104,2050620,2050724,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8170,target/atomic/TurnOnMicrowave/20250813,93,153,2050724,2050877,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8171,target/atomic/TurnOnMicrowave/20250813,94,142,2050877,2051019,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8172,target/atomic/TurnOnMicrowave/20250813,95,182,2051019,2051201,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8173,target/atomic/TurnOnMicrowave/20250813,96,154,2051201,2051355,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8174,target/atomic/TurnOnMicrowave/20250813,97,217,2051355,2051572,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8175,target/atomic/TurnOnMicrowave/20250813,98,128,2051572,2051700,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8176,target/atomic/TurnOnMicrowave/20250813,99,147,2051700,2051847,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8177,target/atomic/TurnOnMicrowave/20250813,100,176,2051847,2052023,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8178,target/atomic/TurnOnMicrowave/20250813,101,154,2052023,2052177,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8179,target/atomic/TurnOnMicrowave/20250813,102,157,2052177,2052334,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8180,target/atomic/TurnOnMicrowave/20250813,103,156,2052334,2052490,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8181,target/atomic/TurnOnMicrowave/20250813,104,122,2052490,2052612,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8182,target/atomic/TurnOnMicrowave/20250813,105,182,2052612,2052794,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8183,target/atomic/TurnOnMicrowave/20250813,106,143,2052794,2052937,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8184,target/atomic/TurnOnMicrowave/20250813,107,177,2052937,2053114,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8185,target/atomic/TurnOnMicrowave/20250813,108,172,2053114,2053286,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8186,target/atomic/TurnOnMicrowave/20250813,109,104,2053286,2053390,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8187,target/atomic/TurnOnMicrowave/20250813,110,161,2053390,2053551,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8188,target/atomic/TurnOnMicrowave/20250813,111,123,2053551,2053674,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8189,target/atomic/TurnOnMicrowave/20250813,112,169,2053674,2053843,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8190,target/atomic/TurnOnMicrowave/20250813,113,161,2053843,2054004,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8191,target/atomic/TurnOnMicrowave/20250813,114,137,2054004,2054141,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8192,target/atomic/TurnOnMicrowave/20250813,115,109,2054141,2054250,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8193,target/atomic/TurnOnMicrowave/20250813,116,160,2054250,2054410,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8194,target/atomic/TurnOnMicrowave/20250813,117,209,2054410,2054619,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8195,target/atomic/TurnOnMicrowave/20250813,118,170,2054619,2054789,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8196,target/atomic/TurnOnMicrowave/20250813,119,130,2054789,2054919,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8197,target/atomic/TurnOnMicrowave/20250813,120,114,2054919,2055033,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8198,target/atomic/TurnOnMicrowave/20250813,121,169,2055033,2055202,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8199,target/atomic/TurnOnMicrowave/20250813,122,164,2055202,2055366,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8200,target/atomic/TurnOnMicrowave/20250813,123,204,2055366,2055570,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8201,target/atomic/TurnOnMicrowave/20250813,124,139,2055570,2055709,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8202,target/atomic/TurnOnMicrowave/20250813,125,138,2055709,2055847,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8203,target/atomic/TurnOnMicrowave/20250813,126,154,2055847,2056001,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8204,target/atomic/TurnOnMicrowave/20250813,127,157,2056001,2056158,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8205,target/atomic/TurnOnMicrowave/20250813,128,239,2056158,2056397,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8206,target/atomic/TurnOnMicrowave/20250813,129,164,2056397,2056561,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8207,target/atomic/TurnOnMicrowave/20250813,130,164,2056561,2056725,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8208,target/atomic/TurnOnMicrowave/20250813,131,145,2056725,2056870,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8209,target/atomic/TurnOnMicrowave/20250813,132,165,2056870,2057035,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8210,target/atomic/TurnOnMicrowave/20250813,133,154,2057035,2057189,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8211,target/atomic/TurnOnMicrowave/20250813,134,135,2057189,2057324,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8212,target/atomic/TurnOnMicrowave/20250813,135,123,2057324,2057447,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8213,target/atomic/TurnOnMicrowave/20250813,136,120,2057447,2057567,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8214,target/atomic/TurnOnMicrowave/20250813,137,195,2057567,2057762,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8215,target/atomic/TurnOnMicrowave/20250813,138,150,2057762,2057912,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8216,target/atomic/TurnOnMicrowave/20250813,139,165,2057912,2058077,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8217,target/atomic/TurnOnMicrowave/20250813,140,100,2058077,2058177,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8218,target/atomic/TurnOnMicrowave/20250813,141,105,2058177,2058282,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8219,target/atomic/TurnOnMicrowave/20250813,142,174,2058282,2058456,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8220,target/atomic/TurnOnMicrowave/20250813,143,137,2058456,2058593,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8221,target/atomic/TurnOnMicrowave/20250813,144,172,2058593,2058765,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8222,target/atomic/TurnOnMicrowave/20250813,145,134,2058765,2058899,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8223,target/atomic/TurnOnMicrowave/20250813,146,189,2058899,2059088,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8224,target/atomic/TurnOnMicrowave/20250813,147,138,2059088,2059226,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8225,target/atomic/TurnOnMicrowave/20250813,148,141,2059226,2059367,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8226,target/atomic/TurnOnMicrowave/20250813,149,168,2059367,2059535,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8227,target/atomic/TurnOnMicrowave/20250813,150,190,2059535,2059725,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8228,target/atomic/TurnOnMicrowave/20250813,151,119,2059725,2059844,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8229,target/atomic/TurnOnMicrowave/20250813,152,133,2059844,2059977,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8230,target/atomic/TurnOnMicrowave/20250813,153,282,2059977,2060259,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8231,target/atomic/TurnOnMicrowave/20250813,154,150,2060259,2060409,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8232,target/atomic/TurnOnMicrowave/20250813,155,110,2060409,2060519,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8233,target/atomic/TurnOnMicrowave/20250813,156,117,2060519,2060636,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8234,target/atomic/TurnOnMicrowave/20250813,157,137,2060636,2060773,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8235,target/atomic/TurnOnMicrowave/20250813,158,110,2060773,2060883,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8236,target/atomic/TurnOnMicrowave/20250813,159,102,2060883,2060985,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8237,target/atomic/TurnOnMicrowave/20250813,160,125,2060985,2061110,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8238,target/atomic/TurnOnMicrowave/20250813,161,151,2061110,2061261,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8239,target/atomic/TurnOnMicrowave/20250813,162,150,2061261,2061411,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8240,target/atomic/TurnOnMicrowave/20250813,163,140,2061411,2061551,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8241,target/atomic/TurnOnMicrowave/20250813,164,181,2061551,2061732,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8242,target/atomic/TurnOnMicrowave/20250813,165,166,2061732,2061898,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8243,target/atomic/TurnOnMicrowave/20250813,166,152,2061898,2062050,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8244,target/atomic/TurnOnMicrowave/20250813,167,158,2062050,2062208,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8245,target/atomic/TurnOnMicrowave/20250813,168,110,2062208,2062318,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8246,target/atomic/TurnOnMicrowave/20250813,169,133,2062318,2062451,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8247,target/atomic/TurnOnMicrowave/20250813,170,141,2062451,2062592,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8248,target/atomic/TurnOnMicrowave/20250813,171,129,2062592,2062721,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8249,target/atomic/TurnOnMicrowave/20250813,172,157,2062721,2062878,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8250,target/atomic/TurnOnMicrowave/20250813,173,128,2062878,2063006,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8251,target/atomic/TurnOnMicrowave/20250813,174,105,2063006,2063111,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8252,target/atomic/TurnOnMicrowave/20250813,175,140,2063111,2063251,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8253,target/atomic/TurnOnMicrowave/20250813,176,143,2063251,2063394,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8254,target/atomic/TurnOnMicrowave/20250813,177,124,2063394,2063518,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8255,target/atomic/TurnOnMicrowave/20250813,178,199,2063518,2063717,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8256,target/atomic/TurnOnMicrowave/20250813,179,154,2063717,2063871,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8257,target/atomic/TurnOnMicrowave/20250813,180,120,2063871,2063991,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8258,target/atomic/TurnOnMicrowave/20250813,181,150,2063991,2064141,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8259,target/atomic/TurnOnMicrowave/20250813,182,143,2064141,2064284,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8260,target/atomic/TurnOnMicrowave/20250813,183,165,2064284,2064449,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8261,target/atomic/TurnOnMicrowave/20250813,184,189,2064449,2064638,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8262,target/atomic/TurnOnMicrowave/20250813,185,123,2064638,2064761,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8263,target/atomic/TurnOnMicrowave/20250813,186,112,2064761,2064873,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8264,target/atomic/TurnOnMicrowave/20250813,187,233,2064873,2065106,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8265,target/atomic/TurnOnMicrowave/20250813,188,164,2065106,2065270,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8266,target/atomic/TurnOnMicrowave/20250813,189,124,2065270,2065394,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8267,target/atomic/TurnOnMicrowave/20250813,190,157,2065394,2065551,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8268,target/atomic/TurnOnMicrowave/20250813,191,101,2065551,2065652,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8269,target/atomic/TurnOnMicrowave/20250813,192,145,2065652,2065797,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8270,target/atomic/TurnOnMicrowave/20250813,193,167,2065797,2065964,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8271,target/atomic/TurnOnMicrowave/20250813,194,133,2065964,2066097,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8272,target/atomic/TurnOnMicrowave/20250813,195,104,2066097,2066201,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8273,target/atomic/TurnOnMicrowave/20250813,196,114,2066201,2066315,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8274,target/atomic/TurnOnMicrowave/20250813,197,142,2066315,2066457,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8275,target/atomic/TurnOnMicrowave/20250813,198,140,2066457,2066597,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8276,target/atomic/TurnOnMicrowave/20250813,199,172,2066597,2066769,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8277,target/atomic/TurnOnMicrowave/20250813,200,153,2066769,2066922,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8278,target/atomic/TurnOnMicrowave/20250813,201,160,2066922,2067082,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8279,target/atomic/TurnOnMicrowave/20250813,202,165,2067082,2067247,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8280,target/atomic/TurnOnMicrowave/20250813,203,154,2067247,2067401,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8281,target/atomic/TurnOnMicrowave/20250813,204,173,2067401,2067574,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8282,target/atomic/TurnOnMicrowave/20250813,205,147,2067574,2067721,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8283,target/atomic/TurnOnMicrowave/20250813,206,126,2067721,2067847,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8284,target/atomic/TurnOnMicrowave/20250813,207,143,2067847,2067990,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8285,target/atomic/TurnOnMicrowave/20250813,208,132,2067990,2068122,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8286,target/atomic/TurnOnMicrowave/20250813,209,144,2068122,2068266,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
8287,target/atomic/TurnOnMicrowave/20250813,210,116,2068266,2068382,target/atomic/TurnOnMicrowave/20250813/lerobot.tar,https://utexas.box.com/s/ta8tufw9408tzx3fxffwr5lh1hknp8fz
